execution_id,case_id,condition,empty_turns,r1_cluster_jaccard,r1_equivalent_coverage,r1_related_coverage,r2_cluster_jaccard,r2_equivalent_coverage,r2_related_coverage,r3_cluster_jaccard,r3_equivalent_coverage,r3_related_coverage,r1_to_r2_related_rate,r1_to_r2_equivalent_rate,r1_to_r2_screened_related_rate,r1_to_r2_screened_equivalent_rate,r1_screened_reciprocity,r2_to_r3_related_rate,r2_to_r3_equivalent_rate,r2_to_r3_screened_related_rate,r2_to_r3_screened_equivalent_rate,r2_screened_reciprocity
idrbench-generation-idr-gen-level_1-2-deepseek-v4-pro-full-split-generic-cumulative,idr-gen-level_1-2,split-generic,0,0.0,0.0803030303030303,0.24681818181818183,0.08368526897938663,0.1326574107904031,0.2293569601753745,0.07679763314052106,0.12258533042846768,0.38057371096586784,0.12309706491292169,0.05559615150407989,0.12309706491292169,0.05559615150407989,0.4778629730398219,0.2937545388525781,0.12193173565722586,0.13790849673202615,0.03326071169208424,0.8414955239599788
idrbench-generation-idr-gen-level_1-2-deepseek-v4-pro-full-split-specialist-aligned-cumulative,idr-gen-level_1-2,split-specialist-aligned,1,0.007246376811594203,0.08514492753623187,0.4030797101449275,0.032850774956038116,0.07357357357357358,0.20645645645645647,0.06348539415766306,0.1441360894547362,0.46648427627971295,0.14024024024024023,0.03228228228228228,0.12357357357357357,0.026726726726726727,0.29161603888213855,0.2842250196695515,0.08386381517774122,0.2107801063347877,0.05829339818324869,0.6960382320504482
idrbench-generation-idr-gen-level_1-24-deepseek-v4-pro-full-full-generic-cumulative,idr-gen-level_1-24,full-generic,0,0.09325396825396826,0.15654761904761905,0.3347222222222222,0.1594456937477176,0.19734126984126985,0.4930555555555556,0.1518866829211657,0.24970760233918127,0.6196881091617934,0.2963095238095238,0.13595238095238096,0.19706349206349205,0.06365079365079365,0.2819170358437374,0.6124756335282651,0.25623781676413254,0.22953216374269006,0.05740740740740741,0.6445859872611465
idrbench-generation-idr-gen-level_1-24-deepseek-v4-pro-full-full-specialist-cumulative,idr-gen-level_1-24,full-specialist,0,0.11375355151004946,0.22308751086641554,0.42405582922824303,0.06022988505747126,0.11976665309998644,0.3183828517161851,0.10250480086833097,0.1904320987654321,0.6393518518518518,0.3518993352326686,0.10307963641296974,0.2130850630850631,0.04939628272961606,0.518129436857352,0.571141975308642,0.15478395061728395,0.3018518518518518,0.07422839506172839,0.7423312883435584
idrbench-generation-idr-gen-level_1-24-deepseek-v4-pro-full-split-generic-cumulative,idr-gen-level_1-24,split-generic,0,0.0,0.24206349206349206,0.3134920634920635,0.05937899622110148,0.09347147950089127,0.3373440285204991,0.09575927145051569,0.15058919183818945,0.5170910184442662,0.15815508021390373,0.0536541889483066,0.1287433155080214,0.024242424242424242,0.1523018345448252,0.42901853336897444,0.16151541477323353,0.29538670587187027,0.10286353916065223,0.571924135590664
idrbench-generation-idr-gen-level_1-24-deepseek-v4-pro-full-split-specialist-aligned-cumulative,idr-gen-level_1-24,split-specialist-aligned,0,0.005376344086021505,0.02965367965367965,0.1823953823953824,0.019874616513271975,0.07135802469135802,0.18938271604938273,0.024750146972369193,0.07895144308187786,0.1922922085965564,0.18839506172839507,0.05283950617283951,0.15037037037037038,0.04,0.4926108374384236,0.2060107766629506,0.05663941533506751,0.09243775548123374,0.031942896073330854,0.7055276381909547
idrbench-generation-idr-gen-level_1-49-deepseek-v4-pro-full-full-generic-cumulative,idr-gen-level_1-49,full-generic,0,0.03093943093943094,0.060529401154401155,0.3960362554112554,0.049097012804689255,0.1169183889772125,0.36384914326090795,0.0812248282397536,0.18517123395172178,0.4784631321216687,0.394600482835777,0.09360095389507155,0.30124977919095564,0.07030559971736443,0.833834200688998,0.4304485670339329,0.12613868223624322,0.2631132875035314,0.07211601845748188,0.7004533524218565
idrbench-generation-idr-gen-level_1-49-deepseek-v4-pro-full-full-specialist-cumulative,idr-gen-level_1-49,full-specialist,0,0.08713587568294759,0.15038902538902538,0.42588042588042585,0.05728088336783989,0.15377417859035505,0.29260234499205084,0.04105436426065648,0.0988739655406322,0.40302536969203634,0.3129140169581346,0.09810545839957605,0.1896860095389507,0.04755398781134075,0.9135673127291775,0.398711165377832,0.15683082349749017,0.1962962962962963,0.06796906796906796,0.8098693759071118
idrbench-generation-idr-gen-level_1-49-deepseek-v4-pro-full-split-generic-cumulative,idr-gen-level_1-49,split-generic,1,0.0,0.24154589371980675,0.3067632850241546,0.0348849676806666,0.07339324618736383,0.42687908496732024,0.05435818051917123,0.11296296296296296,0.425,0.07686546840958605,0.021377995642701524,0.07686546840958605,0.021377995642701524,0.6324180690876883,0.4027777777777778,0.11203703703703703,0.30925925925925923,0.06574074074074074,0.592814371257485
idrbench-generation-idr-gen-level_1-49-deepseek-v4-pro-full-split-specialist-aligned-cumulative,idr-gen-level_1-49,split-specialist-aligned,0,0.011786600496277916,0.09576978939724037,0.17610748002904866,0.06843490820985929,0.1417641992197396,0.3655444089780615,0.050969916159789574,0.12857142857142856,0.3902777777777778,0.12081370015706541,0.018037189035821046,0.12081370015706541,0.018037189035821046,0.32459635143635984,0.3621031746031746,0.12896825396825395,0.2376984126984127,0.07658730158730159,0.7412353923205344
idrbench-generation-idr-gen-level_1-55-deepseek-v4-pro-full-full-generic-cumulative,idr-gen-level_1-55,full-generic,0,0.0853310502283105,0.16597739178384338,0.37703336090432865,0.07569249922191099,0.0834795321637427,0.34941520467836257,0.15330803306021554,0.19159544159544162,0.46082621082621084,0.3276315789473684,0.11578947368421053,0.19473684210526315,0.05087719298245614,0.8588588588588588,0.48333333333333334,0.17977207977207976,0.2274928774928775,0.08824786324786324,0.7664370695053223
idrbench-generation-idr-gen-level_1-55-deepseek-v4-pro-full-full-specialist-cumulative,idr-gen-level_1-55,full-specialist,0,0.06554947560419516,0.12445811977732064,0.3029270248596632,0.15837972986905866,0.18856543404143716,0.4028324154209284,0.1501247594997595,0.25833333333333336,0.5113095238095239,0.43915552058746393,0.17387883556254918,0.25727773406766324,0.07277734067663258,0.8297655453618756,0.47063492063492063,0.2222222222222222,0.15866402116402117,0.054365079365079366,0.7344726969570654
idrbench-generation-idr-gen-level_1-55-deepseek-v4-pro-full-split-generic-cumulative,idr-gen-level_1-55,split-generic,0,0.026101867481177824,0.2333584290106029,0.5374866679214505,0.06006676938880329,0.1297401719308413,0.31872887085868834,0.13800302729787567,0.1985442718201339,0.5122047492737147,0.109263015551048,0.028711484593837534,0.10436105476673428,0.028711484593837534,0.3919663103336573,0.4272609574333712,0.19096564355185044,0.2577049387394215,0.08830680813439434,0.8594534983457912
idrbench-generation-idr-gen-level_1-55-deepseek-v4-pro-full-split-specialist-aligned-cumulative,idr-gen-level_1-55,split-specialist-aligned,1,0.0,0.07631578947368421,0.16776315789473684,0.046724386724386724,0.0663469735720375,0.16984228473998295,0.09673620989410463,0.2101901366607249,0.48119058229352346,0.11144501278772379,0.0394927536231884,0.09695225916453537,0.024999999999999998,0.14948340294570236,0.24587789661319073,0.11116681521093286,0.18462195484254307,0.07579471182412359,0.5984109423715175
idrbench-generation-idr-gen-level_1-8-deepseek-v4-pro-full-full-generic-cumulative,idr-gen-level_1-8,full-generic,0,0.0646417037618923,0.0743145743145743,0.4148027898027898,0.06547359072909387,0.11322786690433749,0.3220068330362448,0.09893186523621307,0.19977795193312434,0.44399817136886105,0.3779337492572787,0.14702168746286393,0.21906565656565657,0.06443107546048722,0.7319884726224783,0.40802964994775337,0.16217672413793102,0.195598223615465,0.0751371473354232,0.5235392320534223
idrbench-generation-idr-gen-level_1-8-deepseek-v4-pro-full-full-specialist-cumulative,idr-gen-level_1-8,full-specialist,0,0.05871418357806742,0.11036706349206349,0.35466269841269843,0.057126227835183056,0.07541349873282646,0.2936174469787915,0.06451028687337004,0.13649461818798203,0.3527205695397915,0.3026154906407007,0.10999399759903962,0.2048708372237784,0.0646647547908052,0.73354674190223,0.43111704381727267,0.180650902618866,0.21258157470972117,0.08874692770573778,0.5832751918668394
idrbench-generation-idr-gen-level_1-8-deepseek-v4-pro-full-split-generic-cumulative,idr-gen-level_1-8,split-generic,0,0.006410256410256411,0.15524566401759382,0.344804318488529,0.046724324975892,0.14551316021904256,0.35367426249779194,0.08113342596101217,0.23399411405408407,0.4233508245877062,0.07245186362833422,0.013910969793322734,0.06794735912382971,0.013910969793322734,0.3270505654491096,0.4515797656727192,0.18399133766450107,0.28733549891720805,0.08762285523904714,0.855086117351499
idrbench-generation-idr-gen-level_1-8-deepseek-v4-pro-full-split-specialist-aligned-cumulative,idr-gen-level_1-8,split-specialist-aligned,1,0.0,0.04304029304029304,0.1291208791208791,0.029521829521829523,0.08149405772495755,0.21179966044142615,0.02533022533022533,0.14888830532212885,0.4332370448179272,0.08984153933220147,0.030277306168647423,0.08106960950764007,0.02589134125636672,0.0,0.35448179271708685,0.1271358543417367,0.24146533613445378,0.07792366946778712,0.5534167119811492
idrbench-generation-idr-gen-level_1-9-deepseek-v4-pro-full-full-generic-cumulative,idr-gen-level_1-9,full-generic,0,0.06900030061124286,0.12658447217270746,0.38425925925925924,0.05211076865601943,0.13043197936814957,0.37700676982591874,0.10626016260162602,0.21311753652179183,0.5427047341940958,0.32446002578981303,0.09847678916827853,0.22143778207607995,0.04562379110251451,0.9656427427573155,0.502339819361096,0.15179729647814755,0.26044129235618596,0.08097835970176395,0.7638775747701618
idrbench-generation-idr-gen-level_1-9-deepseek-v4-pro-full-full-specialist-cumulative,idr-gen-level_1-9,full-specialist,0,0.036974087371306835,0.1193010752688172,0.35538402457757295,0.05324736206458174,0.1615801542630811,0.46000625390869293,0.04778992936887674,0.11944025473437238,0.38733031674208146,0.386074629977069,0.12674588284344382,0.25140712945590993,0.045955805711903275,0.6799336650082919,0.6149405061169767,0.17608513490866431,0.27176973353443945,0.053452321099379925,0.848950143372491
idrbench-generation-idr-gen-level_1-9-deepseek-v4-pro-full-split-generic-cumulative,idr-gen-level_1-9,split-generic,1,0.0,0.0,0.0,0.019440858672786384,0.03420512349083778,0.23710892014463442,0.04021949205214,0.09402356902356902,0.3143939393939394,0.08335248513819943,0.025125252803824234,0.08335248513819943,0.025125252803824234,0.4323330729286338,0.2909090909090909,0.12264309764309764,0.21464646464646464,0.08493265993265993,0.7482352941176469
idrbench-generation-idr-gen-level_1-9-deepseek-v4-pro-full-split-specialist-aligned-cumulative,idr-gen-level_1-9,split-specialist-aligned,0,0.006535947712418301,0.03502415458937198,0.1292270531400966,0.04416169940602572,0.10200905489530276,0.24589700056593095,0.05908676846242539,0.14378725849314083,0.37939739998563526,0.12337294850028296,0.07314657611771364,0.11898698358800226,0.06876061120543293,0.4518430439952437,0.2792250233426704,0.10000718236012354,0.17185951303598362,0.0621884651296416,0.35381143430290873
idrbench-generation-idr-gen-level_1-92-deepseek-v4-pro-full-full-generic-cumulative,idr-gen-level_1-92,full-generic,0,0.08124051930661477,0.17419635544635545,0.4148921648921649,0.05402899286691336,0.07138783095067248,0.3763592206215157,0.0892574186113512,0.17469575316871183,0.4010976872191082,0.3929734503504995,0.1536448271420949,0.2277510993357988,0.08267097201523431,0.8812053156682959,0.4325102257233753,0.15858708276523759,0.2530361561379589,0.06499015300712013,0.9219946616109961
idrbench-generation-idr-gen-level_1-92-deepseek-v4-pro-full-full-specialist-cumulative,idr-gen-level_1-92,full-specialist,0,0.11316221407368605,0.21634291634291633,0.4925407925407925,0.04885282782936679,0.10612701252236136,0.3014758497316637,0.12084352845222411,0.17972813238770685,0.541977653945739,0.3599582587954681,0.13692605843768635,0.19257602862254025,0.05134168157423972,0.7284409351292769,0.49452606101542274,0.23111702127659572,0.33106776989755715,0.14335669255882022,0.802533259659115
idrbench-generation-idr-gen-level_1-92-deepseek-v4-pro-full-split-generic-cumulative,idr-gen-level_1-92,split-generic,0,0.024532004830917876,0.15855140855140856,0.30945230945230945,0.12488901454839461,0.2392848344067856,0.4073804244535952,0.11818936877076412,0.19154589371980676,0.43953301127214167,0.1398796325625594,0.07258649209868721,0.13482912751205434,0.06753598704818217,0.5573102926205331,0.44013687600644125,0.19762479871175523,0.19367954911433172,0.06340579710144928,0.5304510496778216
idrbench-generation-idr-gen-level_1-92-deepseek-v4-pro-full-split-specialist-aligned-cumulative,idr-gen-level_1-92,split-specialist-aligned,0,0.0,0.01184926184926185,0.21164946164946163,0.11105285005789692,0.21165477667493796,0.4613704507857734,0.05356107393669406,0.10184289705566302,0.4456640876853643,0.10534274193548387,0.0555598635235732,0.10534274193548387,0.0555598635235732,0.5552692921113973,0.40225123576187405,0.18631528046421664,0.14794218783580487,0.07409735654416505,0.8159070274196477
idrbench-generation-idr-gen-level_1-95-deepseek-v4-pro-full-full-generic-cumulative,idr-gen-level_1-95,full-generic,0,0.04513224767506034,0.166703216374269,0.5010964912280702,0.06313989203276248,0.13018142496695903,0.3587982431548453,0.05287859394139587,0.10593771663200555,0.33293872980323147,0.36267972285634187,0.12929699494039276,0.22563979334374626,0.047886045362916685,0.6767838125665602,0.3928491441369381,0.17360688956433637,0.23064842958459977,0.1001626406441636,0.5341533055128487
idrbench-generation-idr-gen-level_1-95-deepseek-v4-pro-full-full-specialist-cumulative,idr-gen-level_1-95,full-specialist,0,0.041650233139594844,0.07402319902319902,0.37355854022520685,0.06416789961093759,0.10305924695459578,0.4646548541897379,0.07233704292527822,0.1555828935482337,0.33155636380925213,0.4401578073089701,0.16546696197858987,0.2765411590992986,0.12128552971576227,0.9295868651137957,0.5823705605477107,0.18135786621024105,0.2344767745923073,0.078483811153901,0.6915395143711666
idrbench-generation-idr-gen-level_1-95-deepseek-v4-pro-full-split-generic-cumulative,idr-gen-level_1-95,split-generic,0,0.0153276955602537,0.11692084241103848,0.2754175744371823,0.05771425127956908,0.15126984126984128,0.4167548500881834,0.0443666972472309,0.09623015873015874,0.3943452380952381,0.10516754850088184,0.03520282186948853,0.10516754850088184,0.03520282186948853,0.4695623008552742,0.38591269841269843,0.12425595238095238,0.28100198412698413,0.07192460317460317,0.5648720211827009
idrbench-generation-idr-gen-level_1-95-deepseek-v4-pro-full-split-specialist-aligned-cumulative,idr-gen-level_1-95,split-specialist-aligned,1,0.006060606060606061,0.17045454545454547,0.3106060606060606,0.037860971475046794,0.0869724375538329,0.30958225667527994,0.07496005767282363,0.12980638409209838,0.445,0.07410175956687584,0.02128399163282884,0.07022579057462779,0.02128399163282884,0.33115773796486925,0.316119832548404,0.11542386185243328,0.20985871271585557,0.06860544217687076,0.6372930381009375
